certainty,item_id,sku,name,category_id,aspect,mode,proposed_value,approved_value,reviewer_notes,allowed_values,title
75,256525915822,SON-BFTOU-MED-BLCK,"ASR Outdoor BBQ Fork Telescoping 2 Prong Cooking Utensil - Camping Accessories",20725,Style,FREE_TEXT,"BBQ Fork",,,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby | Traditional | Victorian Style | Vintage/Retro","BBQ Fork Telescoping 2 Prong Cooking Utensil - Camping Accessories"
75,256525915826,SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR,"3pc Large Serrated Tweezer Tong Set with Case 12, 10, and 8 Inch",23782,"System of Measurement",FREE_TEXT,Imperial,,,"Both | Metric | Standard (SAE)","Serrated Tweezer Tong Set with Case- 12, 10, and 8 Inch 3pc Large"
75,256525915849,NPT-HDCAHWSB-2PC-STD-BLCK,"ASR Outdoor Heavy Duty Camp Axe Hatchet with Sheath- Survival Prep",75234,"Blade Material",FREE_TEXT,"Stainless Steel",,,"Aluminum | Brass | Bronze | Carbon Steel | Cast Iron | Forged Steel | High Carbon Steel | High Speed Steel | Iron | Metal | Stainless Steel | Steel | Titanium Steel","ASR Outdoor Heavy Duty Camp Axe Hatchet with Sheath- Survival Prep"
75,256525915865,SON-ZAPPER-MP-4BL,"ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED Lantern",168867,"Lighting Technology",FREE_TEXT,LED,,,"Fluorescent | Halogen | Incandescent | Krypton | LED | UV-Light | Xenon","Water Proof Camping Rechargable 360 Degree Bug Zapper Lantern"
75,256525915882,SON-NECKKNIFE-BLU,"4 Inch ASR Outdoor Fixed Blade Tanto Point Neck Knife - Blue",75235,"Blade Edge",FREE_TEXT,Plain,,,"Partially Serrated | Serrated | Straight Edge","Fixed Blade Tanto Point Hunting Neck Knife - Blue 4 Inch"
80,256446183505,MCN-TENTAPE-GEARPATCHES-PARENT,"Gear Aid Tenacious Tape Gear Patches for Jacket, Tent and Outerwear Repair, 3"" x 20""",36120,Features,FREE_TEXT,"Repair Patches",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Tenacious Tape Wildlife Patches for Jackets, Tent, Gear Repair 3"" x 20"""
80,256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,,,"Animal | Flower | Fruit | Heart | Holiday | Novelty | Oval | Rectangle | Round | Shape | Square | Triangle","Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
80,256462820576,CARABINER-JUMBO-BLUE,"ASR Outdoor 6.5 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip - Blue",13362,Performance/Activity,FREE_TEXT,"Hiking, Camping, Outdoor",,,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging | Walking | Weight Lifting | Yoga","Jumbo Aluminum Utility Carabiner With Grip - Blue 7 Inch"
80,256468957823,SON-PARACORD-PARENT,"ASR Outdoor Survival Paracord Rope 100ft (10 Colors)",181413,"Suitable For",FREE_TEXT,"Camping, Survival, Outdoor",,,"Backpacking | Camping | Hiking | Hunting","ASR Outdoor Survival Paracord Rope 100ft (10 Colors)"
80,256470598874,SON-CUTBRD12X15-VARZ-4PK,"(4 Pack) Thin Clear Flexible Cutting Board Mat 12 x 15 inch",46282,Shape,FREE_TEXT,Rectangular,,,"Animal | Flower | Fruit | Heart | Holiday | Novelty | Oval | Rectangle | Round | Shape | Square | Triangle","Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
80,256500167211,SON-3IN1CUSKFS-3PC-ONE-SLVR,"ASR Outdoor 3pc Camping Utensil Set Military Ration Knife Fork Spoon Accessories",87133,Sport/Activity,FREE_TEXT,"Camping, Hiking",,,"Backpacking | Camping","Camping Utensil Set Knife Fork Spoon"
80,256504787666,SON-URCHCTFTW6EB-8,"Universal Unisex Razor Comb Home Hair Cut Scissor with 5 Extra Blades",101915,Shape,FREE_TEXT,Comb,,,"Leaf | Shape Shifter | Shark Teeth | Stiletto | Stork | Willow","Unisex Razor Comb Home Hair Cut Thinning Trimming with Extra Blades"
80,256508244327,SON-WBSTAS-28PC-28PC-BRNZ,"28pc Wood Burning Wood Working and Assorted Soldering Tips Stencil Set Crafting",46413,Type,FREE_TEXT,"Wood Burning Kit",,,"Arc Welder | Butane Torch | Desoldering Pump | Electric Soldering Iron Kit | Electric Soldering Pump | Electrode | Electrode Holder | Flow Meter | Gas Soldering Iron | Gas Soldering Iron Kit | Gas Welder Kit | Heat Guns & Blow Torches | Helmets, Goggles & Safety Gear | Magnifying Glass | Regulato...","Wood Burning Wood Working and Assorted Soldering Tips Stencil Set Crafting 28pc"
80,256508244345,UNI-ZIP-CABLE-WHITE-4MM,"100pk 12in Universal Utility Cable Zip Tie Cable White 4MM",181076,Style,FREE_TEXT,"Zip Tie",,,"Animal Print | Antique Style | Art Deco Style | Art Nouveau | Baroque/Rococo | Bauhaus Style | Braided | Children's | Colonial | Contemporary | Fun & Curiosity | Kazak | Kilim | Kurdish | Mediterranean | Modern | Moroccan | Pop Art | Queen Anne Style | Renaissance | Romanticism | Scandinavian | S...","Universal Utility Cable Zip Tie Cable White 4MM 100pk 12in"
80,256508244360,UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK,"(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,,,"Animal | Flower | Fruit | Heart | Holiday | Novelty | Oval | Rectangle | Round | Shape | Square | Triangle","Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
80,256508244379,SON-BGMN-LG-BLCK,"BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk",20725,Style,FREE_TEXT,Non-Stick,,,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby | Traditional | Victorian Style | Vintage/Retro","BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk"
80,256508244410,SON-J65XCKCWHGP-XL-PURPLE,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple",52373,"Number of Pieces",FREE_TEXT,1,,,"2 Piece | 3 Piece | 4 Piece | 5 Piece","Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
80,256508244417,SON-BLE-BBQMATS-BLK-2PC,"Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13 x 15 Inch, 2pk",20725,Style,FREE_TEXT,Non-Stick,,,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby | Traditional | Victorian Style | Vintage/Retro","Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13x15"" 2pk"
80,256508244456,SON-425SHTTNSB-425,"Shear Scissors Blades Sharp Heat Treated Thread Nipper 4.25 inches",28171,"Cut Type",FREE_TEXT,"Thread Nipper",,,"Pinking | Scalloping | Serrated | Standard (Straight)","Shear Scissors Blades Sharp Heat Treated Thread Nipper 4.25 inches"
80,256508244466,SON-OTRSCMP-STD-YLLW,"ASR Outdoor Thermal Mat Heat Reflective Camping Sleeping Pad Insulated Winter Chill",36114,"Suitable For",FREE_TEXT,"Camping, Winter Use",,,"Backpacking | Camping | Hiking | Hunting","Outdoor Thermal Mat Heat Reflective Sleeping Pad Insulated Winter Chill"
80,256509144739,SON-7SNFBT-STD-SLVR,"7 Inch Sapphire Nail File Home Manicure Pedicure Tool Beauty and Personal Care",178960,Power,FREE_TEXT,Manual,,,"150 W | 175 W | 200 W | 225 W | 250 W | 275 W | 300 W | 325 W | 350 W | 375 W | 400 W | 425 W | 450 W | 475 W | 500 W","Sapphire Nail File Manicure Pedicure Tool Beauty and Personal Care"
80,256509144739,SON-7SNFBT-STD-SLVR,"7 Inch Sapphire Nail File Home Manicure Pedicure Tool Beauty and Personal Care",178960,"Power Source",FREE_TEXT,Manual,,,"Battery | Electric | Manual","Sapphire Nail File Manicure Pedicure Tool Beauty and Personal Care"
80,256509144757,MCN-GATTMCFSTP-2PC-3X5-CLR-PARENT,"GEAR AID Tenacious Tape Flex Patches for Vinyl and Fabric Repair, Clear",177895,Features,FREE_TEXT,"Repair, Adhesive",,,"3D Effect | Dishwasher Safe | Durable | Easy to Apply | Embroidered | Engraved | Exclusive | Glossy | Glow in the Dark | Hand Made | Hand Wash | Iron-on | LED | Limited Edition | Machine Wash | Miniature | Numbered | Promo | Recyclable | Sew-on | Stick-on | Tear Resistant | Tumble Dryer Safe | Vi...","GEAR AID Tenacious Tape Patches Vinyl, Fabric Repair, Clear, 3"" x 5"" Patches"
80,256510041721,SON-SPORTS-BELT-8INCH,"Sports Belt 8 Inch Expanding Pocket Black Reflective Strips Running Hiking",158951,"Body Area",FREE_TEXT,Waist,,,"Ankles | Back | Full Body | Hand | Head | Knee | Lower Body | Set | Shins | Shoulder | Spine | Tailbone | Upper Body | Wrist","Sports Belt 8 Inch Expanding Pocket Black Reflective Strips Running Hiking"
80,256510041723,SON-AO85IGPSSFGP-LG-GRN-HPNR,"SE GP3-SS20 Prospector Series Green Sand Scoop for Metal Detecting",163824,Model,FREE_TEXT,ASRO85GSS-359,,,,"ASR Outdoor ASRO85GSS-359 Sand Scoop for Metal Detecting"
80,256510041808,DLX-NAILFILES-18PC,"Home Essentials Nail Files Buffers Emery Boards Beauty Tools Set Mani Pedi 18pc",11872,Power,FREE_TEXT,Manual,,,"150 W | 175 W | 200 W | 225 W | 250 W | 275 W | 300 W | 325 W | 350 W | 375 W | 400 W | 425 W | 450 W | 475 W | 500 W","Home Essentials Nail Files Buffers Emery Boards Beauty Tools Set Mani Pedi 18pc"
80,256510041808,DLX-NAILFILES-18PC,"Home Essentials Nail Files Buffers Emery Boards Beauty Tools Set Mani Pedi 18pc",11872,"Power Source",FREE_TEXT,Manual,,,"Battery | Electric | Manual","Home Essentials Nail Files Buffers Emery Boards Beauty Tools Set Mani Pedi 18pc"
80,256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,"Lighting Technology",FREE_TEXT,LED,,,"Compact Fluorescent Lamp | Fluorescent Tube | Halogen | Incandescent | LED | PIR | Sodium | XLED","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
80,256510047923,SON-RINGSIZESTICK-10IN,"SE JT114RS 10"" Aluminum Ring Stick",262020,"Suitable For",FREE_TEXT,"Ring Sizing",,,"Bead Stringing | Casting | Cutting | Enameling | Engraving | Grinding | Identification/Testing | Jewelry Making | Measuring | Metal Embossing | Metalsmithing | Polishing | Punching/Stamping | Sawing | Setting | Shaping | Sizing | Soldering | Wire Working","SE JT114RS 10"" Aluminum Ring Stick"
80,256510047926,4SN-BEAUTYTOOLKIT-9PC-BUN,"ToolTreaux Beauty Tool Kit Nail Clipper Brush Eyelash Curler Pore Cleaner - 9pc",11872,Power,FREE_TEXT,Manual,,,"150 W | 175 W | 200 W | 225 W | 250 W | 275 W | 300 W | 325 W | 350 W | 375 W | 400 W | 425 W | 450 W | 475 W | 500 W","ToolTreaux Beauty Tool Kit Nail Clipper Brush Eyelash Curler Pore Cleaner - 9pc"
80,256510047926,4SN-BEAUTYTOOLKIT-9PC-BUN,"ToolTreaux Beauty Tool Kit Nail Clipper Brush Eyelash Curler Pore Cleaner - 9pc",11872,"Power Source",FREE_TEXT,Manual,,,"Battery | Electric | Manual","ToolTreaux Beauty Tool Kit Nail Clipper Brush Eyelash Curler Pore Cleaner - 9pc"
80,256510047955,4SN-CALLUSREMOV-BLU-42121,"Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue",11872,Power,FREE_TEXT,Manual,,,"150 W | 175 W | 200 W | 225 W | 250 W | 275 W | 300 W | 325 W | 350 W | 375 W | 400 W | 425 W | 450 W | 475 W | 500 W","Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue"
80,256510047955,4SN-CALLUSREMOV-BLU-42121,"Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue",11872,"Power Source",FREE_TEXT,Manual,,,"Battery | Electric | Manual","Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue"
80,256510047969,SON-STEPDRILLBITS-3PC,"Universal Tool High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc",50382,Application,FREE_TEXT,Drilling,,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc"
80,256510047987,4SN-JOJOTOOTHBRUSH-CAP,"JoJo Siwa Brush Buddies Kids Toothbrush Ultra Soft Bristles with Plastic Cap",67421,Department,SELECTION_ONLY,Girls,,,"Boys | Girls | Men | Unisex Adults | Unisex Kids | Women","JoJo Siwa Brush Buddies Kids Toothbrush Ultra Soft Bristles with Plastic Cap"
80,256510048002,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,"4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,,,"Animal | Flower | Fruit | Heart | Holiday | Novelty | Oval | Rectangle | Round | Shape | Square | Triangle","Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
80,256510048023,MCN-DABUCKLE-PARENT,"GEAR AID Dual Adjust Replacement Buckle Kit, Various Sizes, Multi-pack",181379,Closure,FREE_TEXT,Buckle,,,"Buckle | Button | Hook & Loop | Magnetic | Snap | Toggle | Zip","GEAR AID Dual Adjust Replacement Buckle Kit, Various Sizes, Multi-pack"
80,256510048035,SON-TTX-DRILLBITS-15PC,"Tooltreaux High Speed Stainless Steel Drill Bits Set 1.05 to 2mm 15 Pieces",50382,Application,FREE_TEXT,Drilling,,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","Tooltreaux High Speed Stainless Steel Drill Bits Set 1.05 to 2mm 15 Pieces"
80,256525915629,SON-DBSRT40G-50PC-STD-YLLW,"50pc Diamond Burr Set for Rotary Tool, 40 Grit",50382,Application,FREE_TEXT,"Rotary Tool, Engraving",,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","SE 8235DD4 Diamond Burr Set 46 Grit, 50-Piece"
80,256525915637,CARABINER-JUMBO-GREEN,"ASR Outdoor 6.5 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip - Green",13362,Performance/Activity,FREE_TEXT,"Hiking, Camping, Outdoor",,,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging | Walking | Weight Lifting | Yoga","Jumbo Aluminum Utility Carabiner With Grip - Green 7 Inch"
80,256525915681,MCN-PCXHD-1100-BLCK-RFLCT-100FT-BUN,"Gear Aid Paracord and Carabiner 5.5 mm Heavy-Duty Cord for Camping - 100 Feet",181413,Features,FREE_TEXT,"Heavy Duty, Includes Carabiner",,,"Adjustable | Compass | Emergency Knife | Flint Fire Starter | Lightweight | Waterproof | Whistle","Gear Aid Paracord and Carabiner 5.5 mm Heavy-Duty Cord for Camping - 100 Feet"
80,256525915688,SON-AOMDBWSB-17X125-BLCK,"ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches",87122,Sport/Activity,FREE_TEXT,"Gym, Hiking, Camping",,,"Backpacking | Camping | Hiking","Black Drawstring Security Strings Bag with Stopper"
80,256525915695,SON-PARACORDBRACELETKIT-1OPC,"ASR Outdoor Assorted Camo Design Paracord Bracelet Kit with Buckles 10ft Each",181413,"Suitable For",FREE_TEXT,"Bracelet Making, Camping, Survival",,,"Backpacking | Camping | Hiking | Hunting","Assorted Camo Design Paracord Bracelet Kit with Buckles 10ft Each"
80,256525915714,SON-MULTI-COLOR-HEADLAMP-FL8219-5,"ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking",106984,"Lighting Technology",FREE_TEXT,LED,,,"Fluorescent | Halogen | Incandescent | Krypton | LED | UV-Light | Xenon","Multi Color Outdoor 4 in 1 Head Lamp - 350 Lumen"
80,256525915723,SON-35ISTSSSTS-35-SLVR,"Stainless Steel Tailors Stork Craft Scissors Straight Sharp Tip, 3.5 inch",28171,"Cut Type",FREE_TEXT,Straight,,,"Pinking | Scalloping | Serrated | Standard (Straight)","Tailors Stork Craft Scissors Straight Sharp Tip - 3.5 inch"
80,256525915727,SON-ADTMGBKC-SML-ASSRTD,"Aluminum Dog Tags Engraveable Blank Key Chains Military Identification - 1 pc",156462,Original/Reproduction,SELECTION_ONLY,Original,,,Original,"Aluminum Dog Tags Engraveable Blank Key Chains Military Identification"
80,256525915740,SON-3IN1CAMP-UTENSIL-2PK,"ASR Outdoor (2-Pack) Camping Utensil Set Army Military MRE Chow Set",87133,Sport/Activity,FREE_TEXT,"Camping, Hiking",,,"Backpacking | Camping","ASR Outdoor (2-Pack) Camping Utensil Set Army Military MRE Chow Set"
80,256525915747,SON-POCKETKNIFE-BLK,"ASR Outdoor Sleek EDC 7"" Folding Pocket Knife Drop Point Blade, Black",178084,Features,FREE_TEXT,"Includes Pouch",,,"Corrosion Resistant | Ergonomic Handle | Lanyard Included | Lightweight | Non-Slip Grip | Sheath Included","Folding Pocket Knife Drop Point Blade with Pouch"
80,256525915802,SON-JEWELERSSAWBLADES04-144PK,"ToolTreaux 144pc Jewelry Saw Blades Set 0/3 Size 5.25"" 50 TPI Steel",122838,"Blade Material",FREE_TEXT,Steel,,,"Bi-Metal | Carbide | Carbon | Carbon Steel | Diamond | Steel","Premium Jewelers Saw Blades 0/4 Size - 144pc Set"
80,256525915807,SON-J65XCKCWHGB-XL-BL-2,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue",3628,Era,SELECTION_ONLY,"Modern (1970-Now)",,,"Modern (1970-Now) | Unknown | Vintage (Pre-1970)","ASR Outdoor Jumbo Carabiner - 6.5"" Dark Blue"
80,256525915818,SON-53HSSDB116IS-10PC-5316-SLVR,"10pc #53 High Speed Steel Drill Bits 1/16 Inch Shank",50382,Application,FREE_TEXT,Drilling,,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","High Speed Steel Drill Bits 1/16 Inch Shank #53 10pc"
80,256525915827,SON-EXTEND-FLYSWATTER-ASSRT,"ASR Outdoor Extendable Insect Bug Fly Swatter Durable Telescopic Pole Anti Slip",181042,Indoor/Outdoor,SELECTION_ONLY,"Indoor & Outdoor",,,"Indoor | Outdoor | Indoor & Outdoor","Extendable Fly Swatter Durable Telescopic Pole Anti Slip"
80,256525915851,SON-EXTEND-FLYSWATTER-RED,"ASR Outdoor Extendable Insect Bug Fly Swatter Durable Telescopic Pole Anti Slip",181042,Indoor/Outdoor,SELECTION_ONLY,"Indoor & Outdoor",,,"Indoor | Outdoor | Indoor & Outdoor","Extendable Fly Swatter - Durable Telescopic Pole-Anti Slip- Red"
80,256525915855,SON-57HSSDB116IS-10PC-5716-SLVR,"High Speed Steel Drill Bits 1/16 Inch Shank 10pc 57",50382,Application,FREE_TEXT,Drilling,,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","High Speed Steel Drill Bits 1/16 Inch Shank 10pc 57"
80,256525915860,SON-BLACKSTRETCHBALLS-100PK-8IN,"Universal Tool 100 Pack Black Stretch Cord with Black Ball 8 Inch Length",85917,"Tie Material",FREE_TEXT,"Elastic Cord",,,"Nylon | Polyester","Black Stretch Cord with Black Ball 8 Inch Length - 100 Pack"
80,256525915863,SON-AO155IMWSAH-155-BLCK-WSH,"ASR Outdoor Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle",42576,"Blade Material",FREE_TEXT,"Stainless Steel",,,"Aluminum | Carbon Steel | Damascus Steel | Forged Steel | Stainless Steel","Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle"
80,256525915869,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",75035,"Main Purpose",FREE_TEXT,"First Aid Reference",,,"Arthritis | Emergency Treatment | First Aid","Gear Aid Wilderness Travel Medicine Emergency Guide"
80,256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,"Number of Items in Set",FREE_TEXT,2,,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8","Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
80,256525915874,UPD-MICKEY-JUMP-ROPE,"Disney Mickey Mouse Roadster Racers Jump Rope Kids Exercise Toy",62134,"Set Includes",FREE_TEXT,"Jump Rope",,,,"Disney Kids Jump Rope - Mickey Mouse Roadsters"
80,256525915907,UNV-URCHCTFTW6EB-BUN-4PK-8,"Unisex Razor Comb Home Hair Cut Thinning Feathering Trimming 6 Extra Blades 4pk",101915,Department,FREE_TEXT,Unisex,,,"Adult | Unisex | Unisex Kids","Unisex Razor Comb Home Hair Cut Thinning Feathering Trimming 6 Extra Blades 4pk"
80,256525922766,CARABINER-JUMBO-PINK,"ASR Outdoor 6.5 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip - Pink",13362,Performance/Activity,FREE_TEXT,"Hiking, Camping, Outdoor",,,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging | Walking | Weight Lifting | Yoga","Jumbo Aluminum Utility Carabiner With Grip - Pink 7 Inch"
80,256525927096,CARABINER-JUMBO-SILVER,"ASR Outdoor 6.5 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip - Silver",13362,Performance/Activity,FREE_TEXT,"Hiking, Camping, Outdoor",,,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging | Walking | Weight Lifting | Yoga","Jumbo Aluminum Utility Carabiner With Grip - Silver 7 Inch"
80,256526374832,CARABINER-JUMBO-BLACK,"ASR Outdoor 6.5 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip - Black",13362,Performance/Activity,FREE_TEXT,"Hiking, Camping, Outdoor",,,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging | Walking | Weight Lifting | Yoga","Jumbo Aluminum Utility Carabiner with Grip - Black 7 Inch"
85,254913999821,SON-7DCFFS6DG-6PC-7E-RD,"ToolTreaux 6 Piece Diamond Coated Flat File Set, Steel Files Assorted Grits 6pc",178974,Coarseness,FREE_TEXT,Assorted,,,"120 Grit | 1000 Grit | Rough | Coarse | Bastard | Middle | Second | Smooth | Dead Smooth","Diamond Coated Flat File Set 6 Different Grits 7"""
85,255457181082,MCN-SEAMGRIPWP-PARENT,"GEAR AID Seam Grip WP Waterproof Sealant and Adhesive for Tents and Outdoor Fabric, Clear",36120,Features,FREE_TEXT,"Waterproof, Adhesive",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz"
85,256264332056,MCN-GAMEAACCRA-3PC-SML-CLR-PARENT,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive and Cure Accelerator",36120,Features,FREE_TEXT,"Flexible, Durable, Adhesive",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz"
85,256376275265,MCN-SEAMGRIP-REPAIRKIT-PARENT,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear",36120,Features,FREE_TEXT,"Waterproof, Field Repair",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz"
85,256446183297,MCN-MTRFT-3X20E-PARENT,"GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver",36120,"Suitable For",FREE_TEXT,"Jackets, Outdoor Gear",,,"Camping Tent | Hammock Tent | Roof-Top Tent | Shower Tent | Toilet Tent","GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver"
85,256446183453,MCN-TTAPE-SILNYLON-3X5-PARENT,"GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent and Tarp Repair, 3""x5""",36120,Features,FREE_TEXT,"Waterproof, Silnylon",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent, Tarp Repair, 3""x5"""
85,256470618745,MCN-REFLTTAPEPATCH-PARENT,"GEAR AID Tenacious Tape Reflective Patches for Jackets, Outdoor Gear, Silver",36120,"Suitable For",FREE_TEXT,"Jackets, Outdoor Gear",,,"Camping Tent | Hammock Tent | Roof-Top Tent | Shower Tent | Toilet Tent","GEAR AID Tenacious Tape Reflective Patches for Jackets, Outdoor Gear, Silver"
85,256476123930,SON-UTPEBS-3PC-123814I-GRY,"Universal Tool Professional Power Extension Socket Bits for Drills 3pc Set",50382,Application,FREE_TEXT,"Drills, Power Tools",,,"Cutting | Grinding | Grinding/Sanding | Grinding and Cutting | Mixing","Universal Tool Professional Power Extension Socket Bits for Drills 3pc Set"
85,256495157311,MCN-MTCARTRC-5FT-CLR-PARENT,"GEAR AID Tenacious Tape Repair and Seam Tape for Tents and Vinyl",36120,Features,FREE_TEXT,"Waterproof, Repair Tape",,,"Absorbent | Compact | Disposable | Easy Packing | Heavy Duty | Impact-Resistant | Lightweight | Reusable | Rubber Grip | Shocker | UV-Blocking | Waterproof","GEAR AID Tenacious Tape Repair for Tents and Vinyl, Clear Roll, 1.5""x 60"""
85,256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,Indoor/Outdoor,SELECTION_ONLY,Outdoor,,,"Indoor | Outdoor | Indoor & Outdoor","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
85,256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,"Number of Items in Set",FREE_TEXT,2,,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
85,256508244347,SDT-HEAVYDUTYSTEADFASTBATTERIES,"Heavy Duty AA Steadfast Batteries - 12 Pack",50602,Voltage,FREE_TEXT,1.5V,,,"1.2 V | 1.25 V | 1.5 V | 1.6 V | 1.85 V | 2.0 V | 2.4 V | 2.5 V | 3 V | 3.2 V | 3.6 V | 3.7 V | 3.8 V | 3.85 V | 4 V | 4.2 V | 4.5 V | 4.8 V | 5 V | 6 V | 7.2 V | 7.4 V | 8 V | 9 V | 9.6 V | 12 V | 18 V | 20 V | 24 V | 36 V | 48 V | 52V | 60 V","Heavy Duty AA Steadfast Batteries - 12 Pack"
85,256508244356,SON-ESSBL-LG-SLVR,"Emergency Sleeping Bag Mylar Insulated Heat Light Weight 84x36 Inch",87100,"Lining Material",FREE_TEXT,Mylar,,,"Cotton | Cotton Blend | Fleece | Nylon | Polyester | Silk","Emergency Sleeping Bag Mylar Insulated Heat Light Weight 84x36 Inch"
