handle,product_title,variant_title,sku,gtin_barcode,mpn,seo_title,seo_description,gpc,gender,age_group,condition,size_system,size_type
3-in-1-hiking-camping-survival-multi-tool-fire-starter-pocket-knife,"3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife","Default Title",NPT-POCKETKNIFE-BLK,00810058482037,NPTPKFSBLK1,"3-in-1 Survival Multi-Tool, Fire Starter Knife | ASR Outdoor","3-in-1 survival pocket knife with a built-in fire starter and emergency whistle. Cut rope, prep fish, and signal for help, compact gear for any survival kit.",3937,unisex,adult,new,US,regular
survival-mylar-extreme-emergency-blanket-orange,"Survival Mylar Extreme Emergency Blanket, Orange","Default Title",SON-SMEEBO-83X51-ORNG,00754215487544,EMERBLANKET-124,"Mylar Extreme Emergency Survival Blanket | ASR Outdoor","Heavy-duty 83 x 51-inch Mylar emergency blanket that reflects body heat to keep you warm. Tear-, flame-, wind-, and water-resistant in orange.",6897,unisex,adult,new,US,regular
38pc-compact-survival-kit-in-illuminated-dry-box,"38pc Compact Survival Kit in Illuminated Dry Box","Default Title",SON-ASRO-DRYBOXSURVIVALKIT-22PC-BUN,00810131705725,OJV1RGLL,"Compact Survival Kit in Dry Box, 38pc | ASR Outdoor","38-piece survival kit in a waterproof dry box, with a flashlight, compass, fire starter, knife, ponchos, and hand warmers. Ready for car or campsite.",3937,unisex,adult,new,US,regular
stainless-steel-multi-tool-edc-utility-17-function-pocket-knife-with-carry-pouch,"14 in 1 Stainless Steel ECD Utility Multitool Pocket Knife with Carry Pouch","Default Title",SON-SSMULTITOOL-WPOUCH-KC5011SP,00810131704773,AO-KC5011SP,"14-in-1 Stainless Steel Multitool Pocket Knife | ASR Outdoor","14-in-1 stainless steel multitool pocket knife with a blade, saw, scissors, fish scaler, and can opener. Wont rust and includes a carry pouch for the outdoors.",3937,unisex,adult,new,US,regular
emergency-outdoor-winter-blanket-insulated-thermal-reflector-4-pack,"Emergency Outdoor Winter Blanket Insulated Thermal Reflector 4 Pack","Default Title",ASR-ETB84X-BUN-4PK-84X52-SLVR,00810131714598,EB_TB2,"Insulated Thermal Emergency Blanket, 4-Pack | ASR Outdoor","Four-pack of insulated emergency thermal blankets that reflect body heat. Each is 84 x 52-inch and packs tiny, flame-, wind-, and water-resistant.",6897,unisex,adult,new,US,regular
illuminated-dry-box-detachable-lid-large-waterproof-storage-case,"Illuminated Dry Box Detachable Lid Large Waterproof Storage Case","Default Title",SON-DRYBOX-BLK,00810058484314,DRBXBLK1L,"Illuminated Waterproof Dry Box Storage Case | ASR Outdoor","Large waterproof dry box with a detachable lid and removable COB light. Keeps phones, batteries, and emergency supplies dry in the car, kayak, or boat.",3980,unisex,adult,new,US,regular
waterproof-notebook-with-pencil,"Waterproof Notebook with Pencil","Default Title",SON-WATERPROOF-NOTEBOOK-IR-TT,00810058489807,ASROMWTRPFNB1,"Waterproof Notebook with Pencil | ASR Outdoor","Waterproof notebook with 50 tear- and smudge-proof sheets and a pencil. Wire-O bound to take notes in any weather while camping, hiking, or working outdoors.",961,unisex,adult,new,US,regular
buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,"Buckshot Knives Camping Axe Hatchet - Black Steel with Cord Cutter","Default Title",NPT-BKCAHBSWCC-2PC-H-BLCK-3,00134568794580,H-890-920,"Camping Axe Hatchet, Black Steel, Cord Cutter | ASR Outdoor","Compact camping hatchet with a 10-inch black steel build and a 4-inch blade. Includes a nylon sheath and cord cutter for chopping and trail tasks.",1171,unisex,adult,new,US,regular
survival-hatchet-with-hammer-pry-bar,"Survival Hatchet with Hammer and Pry Bar, Multi-Tool","Default Title",SON-BLK-881-MA-HATCH,00810058485847,ASR0-HXE,"Survival Hatchet with Hammer & Pry Bar | ASR Outdoor","3-in-1 survival hatchet that works as a hammer and pry bar, forged from a single piece of tough steel. 12.5-inch length with a comfortable grip for camp.",1171,unisex,adult,new,US,regular
full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,"Full Tang Tanto Survival Knife with Fire Starter, 7 inch, Serrated Spine, Black and Green","Default Title",SON-ASR-7INCH-SURVIVAL-KNIFE,00810131707910,"Tanto Survival Knife","7-Inch Tanto Survival Knife, Fire Starter | ASR Outdoor","Full-tang 7-inch tanto survival knife in 440 stainless with a serrated spine and paracord-wrapped handle. Includes a fire starter and nylon belt sheath.",3495,unisex,adult,new,US,regular
solid-titanium-ice-pick-9-25,"Solid Titanium Ice Pick, 9.25""","Default Title",SHM-HDTIPFAO-STD-SLVR,00325164875463,TI-ASR,"9.25-Inch Solid Titanium Ice Pick | ASR Outdoor","Solid titanium ice pick milled from a 6AL4V rod, tough, rust-proof, and non-magnetic at just 1.68 ounces. A 9.25-inch EDC tactical tool with a scalloped grip.",1011,unisex,adult,new,US,regular
400lb-neodymium-magnet-fishing-kit-with-paracord-for-retrieving-lost-treasure,"400lb Neodymium Magnet Fishing Kit with Paracord for Retrieving Lost Treasure","Default Title",SON-ASRO-400LBMAGFISHINGKIT-3PC,00810131703219,1RUFFXAN,"400lb Magnet Fishing Kit with Paracord | ASR Outdoor","Magnet fishing kit with a 400lb-pull neodymium magnet, 60 feet of 550 paracord, and a stainless locking snap hook. Retrieve metal and lost treasure.",3334,unisex,adult,new,US,regular
nylon-fishing-vest-size-large,"Nylon Fishing Vest, Lightweight Outdoor Cargo Jacket, Size Large","Default Title",HWK-CAMPINGVEST-8PKTS,00810058487278,ASRONCVST23,"Lightweight Nylon Fishing Vest, Large | ASR Outdoor","Lightweight nylon fishing and outdoor vest in size large, with adjustable side straps. Weather-resistant for fishing, hunting, and gold panning rain or shine.",3334,unisex,adult,new,US,regular
11-inch-full-tang-hunting-guthook-knife-for-fishing-cleaning-fixed-blade,"11 Inch Stainless Steel Full Tang Fixed Blade Knife with Guthook for Fishing or Hunting","Default Title",NPT-G11IFTHK-2PC,00624506342510,GH-PZ,"11-Inch Fixed Blade Knife with Gut Hook | ASR Outdoor","11-inch full-tang fixed blade hunting knife in 440 stainless with a drop-point guthook. Ergonomic rubber handle and nylon belt sheath for fishing and hunting.",3495,unisex,adult,new,US,regular
grooved-angle-sharpening-stone-for-fish-hooks-blades,"Grooved Angle Sharpening Stone for Fish Hooks & Blades","Default Title",SON-SFKFHSS-P-GRY,00659871197441,SHS0212,"Sharpening Stone for Fish Hooks & Blades | ASR Outdoor","Aluminum oxide sharpening stone with a 180-grit angled groove for fish hooks and blades. Compact with a lanyard hole to clip to your tackle or keychain.",3603,unisex,adult,new,US,regular
micro-edc-ceramic-striker-survival-fire-starter-create-sparks,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)","Black / 1pk",SHM-CERAMICMICROSTRIKER-BLK-STD,00810058482723,ASROCMSS-BLK,"Micro EDC Ceramic Striker Fire Starter | ASR Outdoor","Micro ceramic ferro rod fire starter that sparks a flame with one scratch. Wearable EDC survival gear, clip it as a zipper pull or paracord necklace.",7006,unisex,adult,new,US,regular
micro-edc-ceramic-striker-survival-fire-starter-create-sparks,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)","Black / 2pk",SHM-CERAMICMICROSTRIKER-2PKBLK,00810058486028,ASROCMSS-2BLK,"Micro EDC Ceramic Striker Fire Starter | ASR Outdoor","Micro ceramic ferro rod fire starter that sparks a flame with one scratch. Wearable EDC survival gear, clip it as a zipper pull or paracord necklace.",7006,unisex,adult,new,US,regular
micro-edc-ceramic-striker-survival-fire-starter-create-sparks,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)","White / 1pk",SHM-CERAMICMICROSTRIKER-WHT,00060886723196,ASROCMSS,"Micro EDC Ceramic Striker Fire Starter | ASR Outdoor","Micro ceramic ferro rod fire starter that sparks a flame with one scratch. Wearable EDC survival gear, clip it as a zipper pull or paracord necklace.",7006,unisex,adult,new,US,regular
micro-edc-ceramic-striker-survival-fire-starter-create-sparks,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)","White / 2pk",SHM-CERAMICMICROSTRIKER-2PKWHT,00810058485755,ASROCMSS-2WHT,"Micro EDC Ceramic Striker Fire Starter | ASR Outdoor","Micro ceramic ferro rod fire starter that sparks a flame with one scratch. Wearable EDC survival gear, clip it as a zipper pull or paracord necklace.",7006,unisex,adult,new,US,regular
10pk-hand-warmers-10-hour-protection-for-camping-skiiing-outdoors,"10pk Hand Warmers, 10 Hour Protection for Camping, Skiiing, Outdoors","Default Title",ASR-HWW8HPS-BUN-10PK-SML,00810058487964,HWHP8HR1,"10-Hour Hand Warmers for Camping, 10pk | ASR Outdoor","10-pack of air-activated hand warmers that last up to 10 hours at a steady 124-155F. Easy warmth for camping, skiing, and cold-weather outdoor activities.",3508,unisex,adult,new,US,regular
survival-candle-48-hour-unscented-4-wick-emergency-survival-indoor-outdoor-tin,"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin","Default Title",SON-ASRO-4WICK-CANDLE-AMZN,00810058487216,4WICSC,"48-Hour 4-Wick Survival Candle in Tin | ASR Outdoor","48-hour survival candle with four wicks for emergency light indoors or out. Burns in a portable tin for camping, blackouts, and earthquake or disaster kits.",588,unisex,adult,new,US,regular
200-lumen-led-camping-clip-on-cap-light-black-green-orange,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",Black,SON-CAPLIGHT-BLK-FL610-24CL,00810058484284,BLKCLCOB,"200-Lumen Clip-On LED Cap Light | ASR Outdoor","200-lumen LED clip-on cap light that turns any baseball cap into a hands-free headlamp. Battery-powered and bright for working, hiking, and camping after dark.",338,unisex,adult,new,US,regular
200-lumen-led-camping-clip-on-cap-light-black-green-orange,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",Orange,SON-CAPLIGHT-ORG-FL610-24CL,00810058489043,ORGCLCOB,"200-Lumen Clip-On LED Cap Light | ASR Outdoor","200-lumen LED clip-on cap light that turns any baseball cap into a hands-free headlamp. Battery-powered and bright for working, hiking, and camping after dark.",338,unisex,adult,new,US,regular
200-lumen-led-camping-clip-on-cap-light-black-green-orange,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",Green,SON-CAPLIGHT-GRN-FL610-24CL,00810058489784,GRNCLCOB,"200-Lumen Clip-On LED Cap Light | ASR Outdoor","200-lumen LED clip-on cap light that turns any baseball cap into a hands-free headlamp. Battery-powered and bright for working, hiking, and camping after dark.",338,unisex,adult,new,US,regular
5-inch-portable-aluminum-waterproof-edc-storage-containers-with-carabiner-clip-2-colors,"Jumbo Aluminum Waterproof EDC Storage Containers with Carabiner Clip (2 Colors)",Silver,SON-ASRO-5INCHSTORAGECAPSULE-SILVER,00810131705480,C9VRKXYB,"Jumbo Waterproof EDC Storage Container | ASR Outdoor","Jumbo aluminum waterproof EDC container with an airtight screw top, rubber seal, and carabiner clip. Keeps matches, cash, and valuables dry for camping.",3937,unisex,adult,new,US,regular
5-inch-portable-aluminum-waterproof-edc-storage-containers-with-carabiner-clip-2-colors,"Jumbo Aluminum Waterproof EDC Storage Containers with Carabiner Clip (2 Colors)",Black,SON-ASRO-5INCHSTORAGECAPSULE-BLACK,00810131706517,T9YH79IQ,"Jumbo Waterproof EDC Storage Container | ASR Outdoor","Jumbo aluminum waterproof EDC container with an airtight screw top, rubber seal, and carabiner clip. Keeps matches, cash, and valuables dry for camping.",3937,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord",Black,SON-AOSBPRBS1FT-100F-BLCK,00183730770419,37744,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord",Grey,SON-PARACORD-100-7-GREY,00060886472391,100PCBGREY,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord","OD Green",SON-AOSOGPRBS1FT-100F-OLVDRBGRN,00716758539456,46041,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord",Orange,SON-AOSPRO100FT-100FT-ORNG,00745121029423,ASR-ORG,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord","Tan Camo",SON-PARACORD-100-7-TAN-CAMO,00810058481900,100PCBTANCAMO,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord","Woodland Camo",ASR-550LBSSSPRWC100FT-BUN-100PK-100FT,00622848707172,WC-100-660,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord",Green,SON-100FTGNGPR550LBS-100FT-NNGRN,00713881115960,GNGPR,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord","Desert Camo",ASR-PRDC100FT-100PK-100FT-DSRTCM,00706569580778,ASR-DCP-298,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord","Reflective Orange",SON-AOSPRORT100FT-RFLCTVORNG,00169675307392,ASR-ORRT-599,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
paracord-bundle-100-feet-x-15-inch-7-strand,"100FT 7-Strand Nylon Paracord Parachute Cord",Khaki,SON-PARACORD-100-7-KHAKI,00060886228684,100PCBKHAKI,"100ft 7-Strand Nylon Paracord | ASR Outdoor","100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",1013,unisex,adult,new,US,regular
9-inch-aircraft-grade-aluminum-camping-stakes-tent-pegs,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",4-Pack,SON-ALUMTENTSTAKERD-915ATP,00810058482310,RDTS4PCAL,"9-Inch Aluminum Camping Stakes & Tent Pegs | ASR Outdoor","9-inch aircraft-grade aluminum tent stakes with a stringing eyelet and sharp tip for fast setup. Secure tents, canopies, tarps, and beach shelters with ease.",5658,unisex,adult,new,US,regular
9-inch-aircraft-grade-aluminum-camping-stakes-tent-pegs,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",8-Pack,SON-ALUMTENTSTAKERD-915ATP-8PK-BUN,00810058482310,RDTS4PCAL8PK,"9-Inch Aluminum Camping Stakes & Tent Pegs | ASR Outdoor","9-inch aircraft-grade aluminum tent stakes with a stringing eyelet and sharp tip for fast setup. Secure tents, canopies, tarps, and beach shelters with ease.",5658,unisex,adult,new,US,regular
9-inch-aircraft-grade-aluminum-camping-stakes-tent-pegs,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",12-Pack,SON-ALUMTENTSTAKERD-915ATP-12PK-BUN,00810058485106,RDTS4PCAL12PK,"9-Inch Aluminum Camping Stakes & Tent Pegs | ASR Outdoor","9-inch aircraft-grade aluminum tent stakes with a stringing eyelet and sharp tip for fast setup. Secure tents, canopies, tarps, and beach shelters with ease.",5658,unisex,adult,new,US,regular
9-inch-aircraft-grade-aluminum-camping-stakes-tent-pegs,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",20-Pack,SON-ALUMTENTSTAKERD-915ATP-20PK-BUN,00810058485366,RDTS4PCAL20PK,"9-Inch Aluminum Camping Stakes & Tent Pegs | ASR Outdoor","9-inch aircraft-grade aluminum tent stakes with a stringing eyelet and sharp tip for fast setup. Secure tents, canopies, tarps, and beach shelters with ease.",5658,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Black,SON-J65XCKCWHGB-XL-BLCK-2,00706569470352,ASRO-SECB_XLBK2,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Red,SON-J65XCKCWHGR-XL-RD-2,00636682199949,ASRO-SECB_XLRD-456,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Blue,SON-J65XCKCWHGB-XL-BL-3,00796081720356,ASRO-SECB_XLBU-3,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Green,SON-J65XCKCWHGG-XL-GRN-2,00786373623335,ASRO-SECB_XLGR-312,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Silver,SON-J65XCKCWHGCS-XL-SLVR-2,00706569560800,ASRO-SECB_XLCS-1,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",Purple,SON-J65XCKCWHGP-XL-PURPLE-2,00706569683509,ASRO-SECB_XLPK-734,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)","2-Pack (Red and Black)",ASR-GRIPREDKEEPSPORTING-2,00822210081712,ASRO-SECB_XLRDBLK,"7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor","7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",3746,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Aztec Blue",SVT-SOUTHWESTSOCKS-BLU,00060886472322,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Aztec Beige",SVT-SOUTHWESTSOCKS-BGE,00060886418986,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Aztec Brown",SVT-SOUTHWESTSOCKS-BRN,00060886577188,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Aztec Green",SVT-SOUTHWESTSOCKS-GRN,00060886024842,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Navajo Black",SVT-SOUTHWESTSOCKS-0113-BLK,00810058481108,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Navajo Blue",SVT-SOUTHWESTSOCKS-0113-BLU,00810058488381,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Navajo Burgundy",SVT-SOUTHWESTSOCKS-0113-RED,00810058485113,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Navajo Green",SVT-SOUTHWESTSOCKS-0113-GRY,00810058487179,ASROSWSB,"Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor","Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",209,unisex,adult,new,US,regular
11-in-1-multi-function-credit-card-sized-tool-with-black-sheath,"11 in 1 Stainless Steel Credit Card Multitool with Black Leather Carry Case","Default Title",SON-11INSCCMT-SML-SLVR,00139736812943,11FuncTool-1,"11-in-1 Credit Card Multitool with Case | ASR Outdoor","11-in-1 stainless steel credit card multitool that fits in your wallet, with a leather sheath. Durable everyday carry for camping, hiking, fishing, and boating.",4095,unisex,adult,new,US,regular
15l-green-waterproof-dry-sack-gusseted-bottom-ripstop-nylon-bag,"Lightweight Waterproof Dry Sack Bags with Roll Top (3 Sizes, 3 Colors)","3L BLUE (210T Terylene)",SON-ASRO-3LSMALLDRYSACK-BLUE,00810131705350,ASRO-DH78L0V5,"Waterproof Dry Sack Bag with Roll Top | ASR Outdoor","Lightweight roll-top dry sack that keeps gear dry while kayaking, camping, rafting, or fishing. Waterproof storage in 3L, 15L, and 20L sizes.",3937,unisex,adult,new,US,regular
15l-green-waterproof-dry-sack-gusseted-bottom-ripstop-nylon-bag,"Lightweight Waterproof Dry Sack Bags with Roll Top (3 Sizes, 3 Colors)","15L GREEN (70D Ripstop Nylon)",SON-DRYSACK15L-GRN,00810131701468,15LDSBGRN,"Waterproof Dry Sack Bag with Roll Top | ASR Outdoor","Lightweight roll-top dry sack that keeps gear dry while kayaking, camping, rafting, or fishing. Waterproof storage in 3L, 15L, and 20L sizes.",3937,unisex,adult,new,US,regular
15l-green-waterproof-dry-sack-gusseted-bottom-ripstop-nylon-bag,"Lightweight Waterproof Dry Sack Bags with Roll Top (3 Sizes, 3 Colors)","20L GREY (70D Ripstop Nylon)",SON-DRYSACK20L-GRY,00810131706609,20LDSBGRY,"Waterproof Dry Sack Bag with Roll Top | ASR Outdoor","Lightweight roll-top dry sack that keeps gear dry while kayaking, camping, rafting, or fishing. Waterproof storage in 3L, 15L, and 20L sizes.",3937,unisex,adult,new,US,regular
12pc-break-your-own-geodes-kit-with-sledge-hammer-and-safety-goggles-assorted-size-geodes,"12pc Break Your Own Geodes Kit with Sledge Hammer and Safety Goggles (Assorted Size Geodes)","Default Title",DOY-ASRO-12PCGEODEKIT-BUN,00810131703004,ASRO-6MIFGLX4,"Break Your Own Geodes Kit with Hammer, 12pc | ASR Outdoor","Break-your-own geodes kit with 12 authentic Moroccan geodes, a sledge hammer, and safety goggles. Crack open real rocks to reveal crystals, fun for all ages.",3500,unisex,adult,new,US,regular
5lb-rough-brazilian-gemstone-paydirt-bag-geology-science-kit,"5LB Genuine Rough Gemstone Paydirt Bags, Rocks and Minerals Collection, Sift, Sort and Find Treasure","Brazilian Paydirt",DOY-ASRO-BRZGEMSTONEPAYDIRT-5LB,00810131702762,ASRO-KVLJ75R2,"5lb Rough Gemstone Paydirt, Rocks & Minerals | ASR Outdoor","5lb bag of genuine Brazilian rough gemstone paydirt with two pounds of real gemstones. Sift, sort, and identify the stones, a discovery kit for collectors.",218,unisex,adult,new,US,regular
